Author,Title,Time,Content,Push Tag,Push User ID,Push Content,Push Time
aprilheart (薰衣草冰淇淋~~~),[情報] pchome24h 露華濃唇膏指彩2件229,Mon Oct 26 18:59:39 2015,我是從pchome24hr購物的-彩妝-活動專區看到的！有　奶油潤彩亮唇膏 ->已買兩隻XD　　超持色絲絨潤澤唇膏 ->聽說會乾、難卸?    晶燦耀眼唇蜜 ->之前在櫃上看好像有亮粉，沒下手    調香師、超持色、強韌護甲指甲油等等，任選兩件$229,推,tivi,: 好便宜哦 推,10/26 19:10
,,,,推,neverwhere,: 大推 感謝情報分享,10/26 19:28
,,,,推,people2266,: 已買，感謝情報！,10/26 20:06
,,,,推,JOJOttt,: 幫貼網址~      [呼我看到了已刪(擦汗)],10/26 20:06
,,,,推,magnet223,: 已補過期的色，感謝情報！,10/26 20:07
,,,,推,JOJOttt,: !!!!!!不能貼嗎!!!!................,10/26 20:11
,,,,推,jean7836,: 快寄信請原PO幫旁修掉,10/26 20:13
,,,,推,rubeinlove,: 哈哈哈原PO好可愛,10/26 20:25
,,,,推,miss25,: 哈哈哈原PO好可愛XDDD 擦汗XD,10/26 20:27
,,,,推,JOJOttt,: 感謝Q_Q~~膜拜a大_(:з」 ∠)_,10/26 20:27
,,,,推,suhsuan829,: 已買！,10/26 20:30
,,,,推,bluestart26,: J大跟a大都好可愛XDDDDD,10/26 20:32
,,,,推,SmartDola,: 也可以貼去省錢板 那裏就可以貼網址XD,10/26 20:50
,,,,推,cafeole,: XDD,10/26 21:02
,,,,推,army99,: 他粉餅兩件399比較燒到我～哈,10/26 21:07
,,,,推,vivirinka,: 唇膏好多缺貨了 會補嗎??,10/26 21:19
,,,,推,hahadonyo,: 感謝情報> <~~,10/26 21:20
,,,,推,skeeter,: 售完，補貨中QQ,10/26 21:22
,,,,推,miya1409,: 想說洗玩澡在買，結果想要的就沒了QQ,10/26 21:29
,,,,推,BleuCiel69,: 前陣子才買…悲劇了,10/26 22:05
,,,,推,chelseamiyu,: 奶油096是我到目前為止這輩子的最愛,10/26 22:42
,,,,推,softsheep,: 推015,10/26 22:55
,,,,推,rubeinlove,: 我也有一支096 平常上課日很好用!,10/26 23:03
,,,,推,catplayer,: 015超可愛,10/26 23:03
,,,,推,lina31210,: 噢噢 會不會補貨阿 好想要015,10/26 23:09
,,,,推,TS1989,: 露華濃是不是要撤了啊?我家附近的小屈,10/27 00:09
,,,,推,scarlee,: 推,10/27 00:20
,,,,推,tivi,: 昨天晚上10點付款 已經收到了 哈哈 感謝原po,10/27 12:24
,,,,推,guil,: 不知道還要多久才補貨QQ,10/27 18:01
,,,,推,milyam,: 謝謝妳～我買到媽媽喜歡可是一直買不到的,10/30 14:27
,,,,→,rubeinlove,: 好像不能貼網址(?,10/26 20:08
,,,,→,JOJOttt,: 完了完了要被桶了Q_Q...........,10/26 20:12
,,,,→,aprilheart,: 好險好險XDDD,10/26 20:26
,,,,→,aprilheart,: 請問粉餅好用嗎~?,10/26 21:31
,,,,→,chelseamiyu,: 居然沒人跟我搶 立馬買2隻!!,10/26 22:42
,,,,→,aprilheart,: 回來看推文被燒096但已缺貨QQ 哈哈哈,10/26 23:37
,,,,→,TS1989,: 重新整櫃後就消失了 之前明明跟我說,10/27 00:09
,,,,→,TS1989,: 沒要徹!!害我沒囤貨T_T,10/27 00:09
,,,,→,emma369,: 太晚上來看了，想要的色都被搶光了!!!!!!,10/27 06:25
,,,,→,tivi,: 資訊,10/27 12:24
,,,,→,milyam,: 唇膏了,10/30 14:27
iris930630 (人格分裂),[情報] PCHOME 1028卸妝乳、卸妝水買一送一,Mon Dec 15 20:09:41 2014,PCHOME 的1028卸妝水、卸妝乳買一送一皮膚比較乾不知道適合哪個？平常擦BB霜，頂多隔離霜+粉底液大家比較推哪款呢？,推,irenelove,: 卸妝乳美妝版評價不好欸 我自己用的感,12/15 20:20
,,,,推,wings30222,: 卸妝水好用 美華泰也買一送一,12/15 20:21
,,,,推,sylviamure,: 升級版卸妝乳覺得不錯！淡妝蠻乾淨也,12/15 20:50
,,,,推,irenelove,: 我只畫淡妝喔！,12/15 20:56
,,,,推,CoCoChanel,: 包裝就有寫,12/15 21:06
,,,,推,AnanIPing,: 卸妝乳雞肋！我連淡妝都會卸兩次,12/15 22:43
,,,,推,beautymomo,: 卸妝水好用~~,12/15 23:32
,,,,推,s851342002,: 1028卸妝水我覺得卸不乾淨 太溫和..,12/16 10:02
,,,,→,irenelove,: 想是卸不乾淨QQ卸妝水就不清楚了,12/15 20:20
,,,,→,wings30222,: 考慮去囤,12/15 20:21
,,,,→,iris930630,: 請問Irene大 卸淡妝效果也不好嗎,12/15 20:23
,,,,→,iris930630,": 怎麼看是不是升級版>""<",12/15 20:51
lanesep (Lane),[情報] PCHOME開架彩妝出清4折起~有MJ、英特鬼,Sat Aug 30 20:52:32 2014,應該沒有OP。剛剛亂逛看到的先給網址：http://ppt.cc/6xjE簡單貼幾個品項戀愛魔鏡 夏日獵愛回饋組   $290 折扣後$203 (約7折)包含：獵愛零失手眼線液-黑色(原價$290元) 送眼部卸妝液(原價$190元)戀愛魔鏡 魔法持久粉嫩腮紅蜜  $290  折扣後$203 (約7折)>>可以問一下這個好用否?最近一直想買腮紅...XD注意：MJ睫毛王睫毛膏，只有咖啡色有特價喔，黑色是原價! 下單前注意!Za天使光 漸層眼影盒  $330  折扣後$231 (7折)Za金屬光寶石眼影盒   $330  折扣後$231 (7折)Integrate 3D完美抓睫濃翹睫毛膏  $320 折扣後$224 (7折)Integrate 絕光閃耀修容蜜粉   $350    折扣後$245 (7折)CLIO珂莉奧 眼線膠與眉粉盒組  $460    折扣後$299 (65折)都比屈臣氏77折便宜囉~有興趣的捧油請下手XD,推,a313228,: 腮紅蜜顯色度還不錯...不過持久度待加強,08/30 21:06
,,,,推,whatever30,: 腮紅蜜整天不脫妝耶＠＠,08/30 22:41
,,,,推,nieniedog,: 我也蠻愛腮紅蜜的，持久又自然@@,08/30 22:53
,,,,推,flyto77sbee,: 謝謝情報~ 腮紅蜜除了使用不便之外，,08/30 22:56
,,,,推,linjamt,: 買了睫毛膏組和修容書~開心~~,08/30 23:25
,,,,推,blue10779,: 感謝分享 已購買大愛的睫毛膏跟眼線液,08/31 00:37
,,,,推,dingmei,: 腮紅蜜選色障礙>< 跪求哪個顏色比較乾淨,08/31 01:03
,,,,推,a313228,: 沒有冷氣..我覺得不太持久..,08/31 01:08
,,,,推,emmacc,: 運費80逼退我了,08/31 01:45
,,,,推,kg8816,: 買了mj睫毛膏組與眼線筆組！開心！,08/31 01:57
,,,,推,nieniedog,: 好像腮紅蜜都沒了QQ,08/31 02:26
,,,,推,kwhitomi,: 要運費就放棄了…,08/31 08:16
,,,,推,md10116877,: 滿499免運,08/31 12:01
,,,,推,nieniedog,: 原po拍拍QQ,08/31 20:48
,,,,推,bbc1213,: 一堆都秒殺 放棄QQ...,09/01 14:07
,,,,→,flyto77sbee,: 冷氣房裡還算持色，顏色也可愛,08/30 22:56
,,,,→,lovefu,: 愛腮紅蜜+1 覺得很自然,08/30 22:56
,,,,→,a313228,: 如果長期在外面之類的就不太適合,08/31 01:08
,,,,→,corola1,: 我也好愛腮紅蜜~~~,08/31 19:27
,,,,→,lanesep,: 我是原PO，PO文前也是腮紅蜜選色障礙-ing,08/31 20:39
,,,,→,lanesep,: PO文後約30分鐘，想說乾脆隨便挑個買!,08/31 20:39
,,,,→,lanesep,: 沒有選色障礙了，改缺貨障礙!po文後秒殺!,08/31 20:40
,,,,→,lanesep,: 下次我要先結帳再PO文，嗚...,08/31 20:40
