Author,Title,Time,Content,Push Tag,Push User ID,Push Content,Push Time
Kuba4ma (),[閒聊] 上午10點在PChome買螢幕 多久會到,Sat Sep 11 10:10:21 2021,本魯阿肥我啦剛剛上午10點左右 在PChome買了一台螢幕聽說PChome效率跟鬼一樣鄉民都被這種效率嚇到瑟瑟發抖那我大概多久會收到呀,推,huangemmawww,: 要看你地點吧，我曾經早上11點下單,09/11 10:14
,,,,推,whoismama,: 某一次半夜3、4點下單，9點多就送來，,09/11 10:17
,,,,推,kimura0701,: 已經在你桌上了吧,09/11 10:18
,,,,推,meowyih,: 我家這裡隔天中午會到，因為快遞就中午送,09/11 10:18
,,,,推,final007,: 還沒下單付款快遞就已經在門口敲門要我,09/11 10:19
,,,,推,ppccfvy,: 我有一次凌晨買東西，隔天10點就送來，而,09/11 10:24
,,,,推,r252525r,: 台北市三個小時就到了,09/11 10:32
,,,,推,Iakane,: 我覺得momo更快欸,09/11 11:01
,,,,推,a0913,: 中午前的話 下午會到 超過中午的話要明天,09/11 11:30
,,,,推,SingYuKysot,: 市區的速度真的好恐怖...,09/11 11:47
,,,,推,PPSEED,: 上次買筆電是120小時左右,09/11 11:55
,,,,推,oj7253,: 之前疫情不是超拖,09/11 12:09
,,,,推,meowyih,: 現在恢復正常了啊，至少我半個月前很快XD,09/11 12:19
,,,,推,s599601,: 上次正要下單送貨員就按電鈴了,09/11 12:48
,,,,推,razan,: 看地點,09/11 12:56
,,,,推,samalagachu,: 我早上9點下單 下午4點到 給你參考,09/11 13:01
,,,,推,thalamus,: 下午2點吧,09/11 13:04
,,,,推,odaaaaa,: 叮咚，有你的包裹請牽收,09/11 13:18
,,,,推,bryanwang,: 叮咚,09/11 13:34
,,,,推,never1302,: pchome超爛好嗎...物流沒送到還能直接,09/11 13:53
,,,,推,hip184184,: 你還在猶豫的時候 送貨員已經在樓下準,09/11 13:56
,,,,推,never1302,: 回報你沒接電話不在家，詢問客服只說會,09/11 13:57
,,,,推,diqoedin,: 禮拜一,09/11 16:01
,,,,推,easyhank30,: 你以為你下單用的電腦螢幕哪來的,09/11 16:18
,,,,推,G1055G,: 收到貨在放購物車,09/11 17:17
,,,,推,sht0112,: 應該已經到了吧,09/11 17:41
,,,,推,onewalker,: 付款還沒有按下去門鈴就響了 還得跟快,09/11 20:30
,,,,推,pig96383,: 我明天才打算下單剛剛已經到了,09/12 02:14
,,,,→,huangemmawww,: 行動電源，下午1點收到，台北市區,09/11 10:14
,,,,→,whoismama,: 我還在睡,09/11 10:17
